year,series,event_name,session_type,circuit,rider,team,grid_position,finish_position,points,status,number,time_gap
2022,MotoGP,QAT,Race,QAT,E. Bastianini,Gresini Racing MotoGP,2.0,1.0,25.0,Finished,23,
2022,MotoGP,QAT,Race,QAT,B. Binder,Red Bull KTM Factory Racing,1.0,2.0,20.0,Finished,33,
2022,MotoGP,QAT,Race,QAT,P. Espargaro,Repsol Honda Team,6.0,3.0,16.0,Finished,44,
2022,MotoGP,QAT,Race,QAT,A. Espargaro,Aprilia Racing,5.0,4.0,13.0,Finished,41,
2022,MotoGP,QAT,Race,QAT,M. Marquez,Repsol Honda Team,3.0,5.0,11.0,Finished,93,
2022,MotoGP,QAT,Race,QAT,J. Mir,Team SUZUKI ECSTAR,8.0,6.0,10.0,Finished,36,
2022,MotoGP,QAT,Race,QAT,A. Rins,Team SUZUKI ECSTAR,10.0,7.0,9.0,Finished,42,
2022,MotoGP,QAT,Race,QAT,J. Zarco,Prima Pramac Racing,3.0,8.0,8.0,Finished,5,
2022,MotoGP,QAT,Race,QAT,F. Quartararo,Monster Energy Yamaha MotoGP,2.0,9.0,7.0,Finished,20,
2022,MotoGP,QAT,Race,QAT,T. Nakagami,LCR Honda IDEMITSU,6.0,10.0,6.0,Finished,30,
2022,MotoGP,QAT,Race,QAT,F. Morbidelli,Monster Energy Yamaha MotoGP,12.0,11.0,5.0,Finished,21,
2022,MotoGP,QAT,Race,QAT,M. Viñales,Aprilia Racing,9.0,12.0,4.0,Finished,12,
2022,MotoGP,QAT,Race,QAT,L. Marini,Mooney VR46 Racing Team,7.0,13.0,3.0,Finished,10,
2022,MotoGP,QAT,Race,QAT,A. Dovizioso,WithU Yamaha RNF MotoGP Team,10.0,14.0,2.0,Finished,4,
2022,MotoGP,QAT,Race,QAT,R. Gardner,Tech3 KTM Factory Racing,12.0,15.0,1.0,Finished,87,
2022,MotoGP,QAT,Race,QAT,D. Binder,WithU Yamaha RNF MotoGP Team,14.0,16.0,0.0,Finished,40,
2022,MotoGP,QAT,Race,QAT,F. Di Giannantonio,Gresini Racing MotoGP,11.0,17.0,0.0,Finished,49,
2022,MotoGP,QAT,Race,QAT,R. Fernandez,Tech3 KTM Factory Racing,13.0,18.0,0.0,Finished,25,
2022,MotoGP,QAT,Race,QAT,F. Bagnaia,Ducati Lenovo Team,9.0,,0.0,DNF,63,
2022,MotoGP,QAT,Race,QAT,J. Martin,Prima Pramac Racing,1.0,,0.0,DNF,89,
2022,MotoGP,QAT,Race,QAT,M. Oliveira,Red Bull KTM Factory Racing,4.0,,0.0,DNF,88,
2022,MotoGP,QAT,Race,QAT,A. Marquez,LCR Honda CASTROL,8.0,,0.0,DNF,73,
2022,MotoGP,QAT,Race,QAT,J. Miller,Ducati Lenovo Team,4.0,,0.0,DNF,43,
2022,MotoGP,QAT,Race,QAT,M. Bezzecchi,Mooney VR46 Racing Team,5.0,,0.0,DNF,72,
2022,MotoGP,INA,Race,INA,M. Oliveira,Red Bull KTM Factory Racing,7.0,1.0,25.0,Finished,88,
2022,MotoGP,INA,Race,INA,F. Quartararo,Monster Energy Yamaha MotoGP,1.0,2.0,20.0,Finished,20,
2022,MotoGP,INA,Race,INA,J. Zarco,Prima Pramac Racing,3.0,3.0,16.0,Finished,5,
2022,MotoGP,INA,Race,INA,J. Miller,Ducati Lenovo Team,9.0,4.0,13.0,Finished,43,
2022,MotoGP,INA,Race,INA,A. Rins,Team SUZUKI ECSTAR,8.0,5.0,11.0,Finished,42,
2022,MotoGP,INA,Race,INA,J. Mir,Team SUZUKI ECSTAR,8.0,6.0,10.0,Finished,36,
2022,MotoGP,INA,Race,INA,F. Morbidelli,Monster Energy Yamaha MotoGP,12.0,7.0,9.0,Finished,21,
2022,MotoGP,INA,Race,INA,B. Binder,Red Bull KTM Factory Racing,4.0,8.0,8.0,Finished,33,
2022,MotoGP,INA,Race,INA,A. Espargaro,Aprilia Racing,10.0,9.0,7.0,Finished,41,
2022,MotoGP,INA,Race,INA,D. Binder,WithU Yamaha RNF MotoGP Team,13.0,10.0,6.0,Finished,40,
2022,MotoGP,INA,Race,INA,E. Bastianini,Gresini Racing MotoGP,5.0,11.0,5.0,Finished,23,
2022,MotoGP,INA,Race,INA,P. Espargaro,Repsol Honda Team,6.0,12.0,4.0,Finished,44,
2022,MotoGP,INA,Race,INA,A. Marquez,LCR Honda CASTROL,9.0,13.0,3.0,Finished,73,
2022,MotoGP,INA,Race,INA,L. Marini,Mooney VR46 Racing Team,3.0,14.0,2.0,Finished,10,
2022,MotoGP,INA,Race,INA,F. Bagnaia,Ducati Lenovo Team,1.0,15.0,1.0,Finished,63,
2022,MotoGP,INA,Race,INA,M. Viñales,Aprilia Racing,10.0,16.0,0.0,Finished,12,
2022,MotoGP,INA,Race,INA,R. Fernandez,Tech3 KTM Factory Racing,11.0,17.0,0.0,Finished,25,
2022,MotoGP,INA,Race,INA,F. Di Giannantonio,Gresini Racing MotoGP,2.0,18.0,0.0,Finished,49,
2022,MotoGP,INA,Race,INA,T. Nakagami,LCR Honda IDEMITSU,14.0,19.0,0.0,Finished,30,
2022,MotoGP,INA,Race,INA,M. Bezzecchi,Mooney VR46 Racing Team,4.0,20.0,0.0,Finished,72,
2022,MotoGP,INA,Race,INA,R. Gardner,Tech3 KTM Factory Racing,12.0,21.0,0.0,Finished,87,
2022,MotoGP,INA,Race,INA,J. Martin,Prima Pramac Racing,2.0,,0.0,DNF,89,
2022,MotoGP,INA,Race,INA,A. Dovizioso,WithU Yamaha RNF MotoGP Team,7.0,,0.0,DNF,4,
2022,MotoGP,ARG,Race,ARG,A. Espargaro,Aprilia Racing,1.0,1.0,25.0,Finished,41,
2022,MotoGP,ARG,Race,ARG,J. Martin,Prima Pramac Racing,2.0,2.0,20.0,Finished,89,
2022,MotoGP,ARG,Race,ARG,A. Rins,Team SUZUKI ECSTAR,7.0,3.0,16.0,Finished,42,
2022,MotoGP,ARG,Race,ARG,J. Mir,Team SUZUKI ECSTAR,8.0,4.0,13.0,Finished,36,
2022,MotoGP,ARG,Race,ARG,F. Bagnaia,Ducati Lenovo Team,4.0,5.0,11.0,Finished,63,
2022,MotoGP,ARG,Race,ARG,B. Binder,Red Bull KTM Factory Racing,12.0,6.0,10.0,Finished,33,
2022,MotoGP,ARG,Race,ARG,M. Viñales,Aprilia Racing,5.0,7.0,9.0,Finished,12,
2022,MotoGP,ARG,Race,ARG,F. Quartararo,Monster Energy Yamaha MotoGP,6.0,8.0,8.0,Finished,20,
2022,MotoGP,ARG,Race,ARG,M. Bezzecchi,Mooney VR46 Racing Team,7.0,9.0,7.0,Finished,72,
2022,MotoGP,ARG,Race,ARG,E. Bastianini,Gresini Racing MotoGP,3.0,10.0,6.0,Finished,23,
2022,MotoGP,ARG,Race,ARG,L. Marini,Mooney VR46 Racing Team,3.0,11.0,5.0,Finished,10,
2022,MotoGP,ARG,Race,ARG,T. Nakagami,LCR Honda IDEMITSU,2.0,12.0,4.0,Finished,30,
2022,MotoGP,ARG,Race,ARG,M. Oliveira,Red Bull KTM Factory Racing,6.0,13.0,3.0,Finished,88,
2022,MotoGP,ARG,Race,ARG,J. Miller,Ducati Lenovo Team,11.0,14.0,2.0,Finished,43,
2022,MotoGP,ARG,Race,ARG,A. Marquez,LCR Honda CASTROL,9.0,15.0,1.0,Finished,73,
2022,MotoGP,ARG,Race,ARG,R. Fernandez,Tech3 KTM Factory Racing,11.0,16.0,0.0,Finished,25,
2022,MotoGP,ARG,Race,ARG,R. Gardner,Tech3 KTM Factory Racing,12.0,17.0,0.0,Finished,87,
2022,MotoGP,ARG,Race,ARG,D. Binder,WithU Yamaha RNF MotoGP Team,13.0,18.0,0.0,Finished,40,
2022,MotoGP,ARG,Race,ARG,S. Bradl,Repsol Honda Team,14.0,19.0,0.0,Finished,6,
2022,MotoGP,ARG,Race,ARG,A. Dovizioso,WithU Yamaha RNF MotoGP Team,8.0,20.0,0.0,Finished,4,
2022,MotoGP,ARG,Race,ARG,F. Di Giannantonio,Gresini Racing MotoGP,10.0,,0.0,DNF,49,
2022,MotoGP,ARG,Race,ARG,P. Espargaro,Repsol Honda Team,1.0,,0.0,DNF,44,
2022,MotoGP,ARG,Race,ARG,F. Morbidelli,Monster Energy Yamaha MotoGP,5.0,,0.0,DNF,21,
2022,MotoGP,ARG,Race,ARG,J. Zarco,Prima Pramac Racing,9.0,,0.0,DNF,5,
2022,MotoGP,AME,Race,AME,E. Bastianini,Gresini Racing MotoGP,5.0,1.0,25.0,Finished,23,
2022,MotoGP,AME,Race,AME,A. Rins,Team SUZUKI ECSTAR,2.0,2.0,20.0,Finished,42,
2022,MotoGP,AME,Race,AME,J. Miller,Ducati Lenovo Team,2.0,3.0,16.0,Finished,43,
2022,MotoGP,AME,Race,AME,J. Mir,Team SUZUKI ECSTAR,8.0,4.0,13.0,Finished,36,
2022,MotoGP,AME,Race,AME,F. Bagnaia,Ducati Lenovo Team,3.0,5.0,11.0,Finished,63,
2022,MotoGP,AME,Race,AME,M. Marquez,Repsol Honda Team,9.0,6.0,10.0,Finished,93,
2022,MotoGP,AME,Race,AME,F. Quartararo,Monster Energy Yamaha MotoGP,6.0,7.0,9.0,Finished,20,
2022,MotoGP,AME,Race,AME,J. Martin,Prima Pramac Racing,1.0,8.0,8.0,Finished,89,
2022,MotoGP,AME,Race,AME,J. Zarco,Prima Pramac Racing,4.0,9.0,7.0,Finished,5,
2022,MotoGP,AME,Race,AME,M. Viñales,Aprilia Racing,4.0,10.0,6.0,Finished,12,
2022,MotoGP,AME,Race,AME,A. Espargaro,Aprilia Racing,3.0,11.0,5.0,Finished,41,
2022,MotoGP,AME,Race,AME,B. Binder,Red Bull KTM Factory Racing,7.0,12.0,4.0,Finished,33,
2022,MotoGP,AME,Race,AME,P. Espargaro,Repsol Honda Team,12.0,13.0,3.0,Finished,44,
2022,MotoGP,AME,Race,AME,T. Nakagami,LCR Honda IDEMITSU,10.0,14.0,2.0,Finished,30,
2022,MotoGP,AME,Race,AME,A. Dovizioso,WithU Yamaha RNF MotoGP Team,5.0,15.0,1.0,Finished,4,
2022,MotoGP,AME,Race,AME,F. Morbidelli,Monster Energy Yamaha MotoGP,9.0,16.0,0.0,Finished,21,
2022,MotoGP,AME,Race,AME,L. Marini,Mooney VR46 Racing Team,11.0,17.0,0.0,Finished,10,
2022,MotoGP,AME,Race,AME,M. Oliveira,Red Bull KTM Factory Racing,10.0,18.0,0.0,Finished,88,
2022,MotoGP,AME,Race,AME,R. Fernandez,Tech3 KTM Factory Racing,11.0,19.0,0.0,Finished,25,
2022,MotoGP,AME,Race,AME,R. Gardner,Tech3 KTM Factory Racing,12.0,20.0,0.0,Finished,87,
2022,MotoGP,AME,Race,AME,F. Di Giannantonio,Gresini Racing MotoGP,8.0,21.0,0.0,Finished,49,
2022,MotoGP,AME,Race,AME,D. Binder,WithU Yamaha RNF MotoGP Team,14.0,22.0,0.0,Finished,40,
2022,MotoGP,AME,Race,AME,A. Marquez,LCR Honda CASTROL,13.0,,0.0,DNF,73,
2022,MotoGP,AME,Race,AME,M. Bezzecchi,Mooney VR46 Racing Team,6.0,,0.0,DNF,72,
2022,MotoGP,POR,Race,POR,F. Quartararo,Monster Energy Yamaha MotoGP,5.0,1.0,25.0,Finished,20,
2022,MotoGP,POR,Race,POR,J. Zarco,Prima Pramac Racing,1.0,2.0,20.0,Finished,5,
2022,MotoGP,POR,Race,POR,A. Espargaro,Aprilia Racing,3.0,3.0,16.0,Finished,41,
2022,MotoGP,POR,Race,POR,A. Rins,Team SUZUKI ECSTAR,13.0,4.0,13.0,Finished,42,
2022,MotoGP,POR,Race,POR,M. Oliveira,Red Bull KTM Factory Racing,11.0,5.0,11.0,Finished,88,
2022,MotoGP,POR,Race,POR,M. Marquez,Repsol Honda Team,9.0,6.0,10.0,Finished,93,
2022,MotoGP,POR,Race,POR,A. Marquez,LCR Honda CASTROL,1.0,7.0,9.0,Finished,73,
2022,MotoGP,POR,Race,POR,F. Bagnaia,Ducati Lenovo Team,15.0,8.0,8.0,Finished,63,
2022,MotoGP,POR,Race,POR,P. Espargaro,Repsol Honda Team,10.0,9.0,7.0,Finished,44,
2022,MotoGP,POR,Race,POR,M. Viñales,Aprilia Racing,4.0,10.0,6.0,Finished,12,
2022,MotoGP,POR,Race,POR,A. Dovizioso,WithU Yamaha RNF MotoGP Team,6.0,11.0,5.0,Finished,4,
2022,MotoGP,POR,Race,POR,L. Marini,Mooney VR46 Racing Team,2.0,12.0,4.0,Finished,10,
2022,MotoGP,POR,Race,POR,F. Morbidelli,Monster Energy Yamaha MotoGP,9.0,13.0,3.0,Finished,21,
2022,MotoGP,POR,Race,POR,R. Gardner,Tech3 KTM Factory Racing,10.0,14.0,2.0,Finished,87,
2022,MotoGP,POR,Race,POR,M. Bezzecchi,Mooney VR46 Racing Team,6.0,15.0,1.0,Finished,72,
2022,MotoGP,POR,Race,POR,T. Nakagami,LCR Honda IDEMITSU,7.0,16.0,0.0,Finished,30,
2022,MotoGP,POR,Race,POR,D. Binder,WithU Yamaha RNF MotoGP Team,12.0,17.0,0.0,Finished,40,
2022,MotoGP,POR,Race,POR,L. Savadori,Aprilia Racing,11.0,,0.0,DNF,32,
2022,MotoGP,POR,Race,POR,F. Di Giannantonio,Gresini Racing MotoGP,5.0,,0.0,DNF,49,
2022,MotoGP,POR,Race,POR,J. Miller,Ducati Lenovo Team,4.0,,0.0,DNF,43,
2022,MotoGP,POR,Race,POR,J. Mir,Team SUZUKI ECSTAR,2.0,,0.0,DNF,36,
2022,MotoGP,POR,Race,POR,B. Binder,Red Bull KTM Factory Racing,12.0,,0.0,DNF,33,
2022,MotoGP,POR,Race,POR,E. Bastianini,Gresini Racing MotoGP,8.0,,0.0,DNF,23,
2022,MotoGP,POR,Race,POR,J. Martin,Prima Pramac Racing,3.0,,0.0,DNF,89,
2022,MotoGP,SPA,Race,SPA,F. Bagnaia,Ducati Lenovo Team,1.0,1.0,25.0,Finished,63,
2022,MotoGP,SPA,Race,SPA,F. Quartararo,Monster Energy Yamaha MotoGP,2.0,2.0,20.0,Finished,20,
2022,MotoGP,SPA,Race,SPA,A. Espargaro,Aprilia Racing,3.0,3.0,16.0,Finished,41,
2022,MotoGP,SPA,Race,SPA,M. Marquez,Repsol Honda Team,5.0,4.0,13.0,Finished,93,
2022,MotoGP,SPA,Race,SPA,J. Miller,Ducati Lenovo Team,4.0,5.0,11.0,Finished,43,
2022,MotoGP,SPA,Race,SPA,J. Mir,Team SUZUKI ECSTAR,9.0,6.0,10.0,Finished,36,
2022,MotoGP,SPA,Race,SPA,T. Nakagami,LCR Honda IDEMITSU,7.0,7.0,9.0,Finished,30,
2022,MotoGP,SPA,Race,SPA,E. Bastianini,Gresini Racing MotoGP,11.0,8.0,8.0,Finished,23,
2022,MotoGP,SPA,Race,SPA,M. Bezzecchi,Mooney VR46 Racing Team,2.0,9.0,7.0,Finished,72,
2022,MotoGP,SPA,Race,SPA,B. Binder,Red Bull KTM Factory Racing,5.0,10.0,6.0,Finished,33,
2022,MotoGP,SPA,Race,SPA,P. Espargaro,Repsol Honda Team,3.0,11.0,5.0,Finished,44,
2022,MotoGP,SPA,Race,SPA,M. Oliveira,Red Bull KTM Factory Racing,11.0,12.0,4.0,Finished,88,
2022,MotoGP,SPA,Race,SPA,A. Marquez,LCR Honda CASTROL,12.0,13.0,3.0,Finished,73,
2022,MotoGP,SPA,Race,SPA,M. Viñales,Aprilia Racing,12.0,14.0,2.0,Finished,12,
2022,MotoGP,SPA,Race,SPA,F. Morbidelli,Monster Energy Yamaha MotoGP,6.0,15.0,1.0,Finished,21,
2022,MotoGP,SPA,Race,SPA,L. Marini,Mooney VR46 Racing Team,9.0,16.0,0.0,Finished,10,
2022,MotoGP,SPA,Race,SPA,A. Dovizioso,WithU Yamaha RNF MotoGP Team,13.0,17.0,0.0,Finished,4,
2022,MotoGP,SPA,Race,SPA,F. Di Giannantonio,Gresini Racing MotoGP,7.0,18.0,0.0,Finished,49,
2022,MotoGP,SPA,Race,SPA,A. Rins,Team SUZUKI ECSTAR,4.0,19.0,0.0,Finished,42,
2022,MotoGP,SPA,Race,SPA,R. Gardner,Tech3 KTM Factory Racing,8.0,20.0,0.0,Finished,87,
2022,MotoGP,SPA,Race,SPA,L. Savadori,Aprilia Racing,14.0,21.0,0.0,Finished,32,
2022,MotoGP,SPA,Race,SPA,J. Martin,Prima Pramac Racing,10.0,22.0,0.0,Finished,89,
2022,MotoGP,SPA,Race,SPA,S. Bradl,Team HRC,10.0,,0.0,DNF,6,
2022,MotoGP,SPA,Race,SPA,J. Zarco,Prima Pramac Racing,1.0,,0.0,DNF,5,
2022,MotoGP,SPA,Race,SPA,D. Binder,WithU Yamaha RNF MotoGP Team,15.0,,0.0,DNF,40,
2022,MotoGP,FRA,Race,FRA,E. Bastianini,Gresini Racing MotoGP,5.0,1.0,25.0,Finished,23,
2022,MotoGP,FRA,Race,FRA,J. Miller,Ducati Lenovo Team,2.0,2.0,20.0,Finished,43,
2022,MotoGP,FRA,Race,FRA,A. Espargaro,Aprilia Racing,3.0,3.0,16.0,Finished,41,
2022,MotoGP,FRA,Race,FRA,F. Quartararo,Monster Energy Yamaha MotoGP,4.0,4.0,13.0,Finished,20,
2022,MotoGP,FRA,Race,FRA,J. Zarco,Prima Pramac Racing,6.0,5.0,11.0,Finished,5,
2022,MotoGP,FRA,Race,FRA,M. Marquez,Repsol Honda Team,10.0,6.0,10.0,Finished,93,
2022,MotoGP,FRA,Race,FRA,T. Nakagami,LCR Honda IDEMITSU,12.0,7.0,9.0,Finished,30,
2022,MotoGP,FRA,Race,FRA,B. Binder,Red Bull KTM Factory Racing,8.0,8.0,8.0,Finished,33,
2022,MotoGP,FRA,Race,FRA,L. Marini,Mooney VR46 Racing Team,5.0,9.0,7.0,Finished,10,
2022,MotoGP,FRA,Race,FRA,M. Viñales,Aprilia Racing,4.0,10.0,6.0,Finished,12,
2022,MotoGP,FRA,Race,FRA,P. Espargaro,Repsol Honda Team,11.0,11.0,5.0,Finished,44,
2022,MotoGP,FRA,Race,FRA,M. Bezzecchi,Mooney VR46 Racing Team,3.0,12.0,4.0,Finished,72,
2022,MotoGP,FRA,Race,FRA,F. Di Giannantonio,Gresini Racing MotoGP,6.0,13.0,3.0,Finished,49,
2022,MotoGP,FRA,Race,FRA,A. Marquez,LCR Honda CASTROL,11.0,14.0,2.0,Finished,73,
2022,MotoGP,FRA,Race,FRA,F. Morbidelli,Monster Energy Yamaha MotoGP,9.0,15.0,1.0,Finished,21,
2022,MotoGP,FRA,Race,FRA,A. Dovizioso,WithU Yamaha RNF MotoGP Team,10.0,16.0,0.0,Finished,4,
2022,MotoGP,FRA,Race,FRA,D. Binder,WithU Yamaha RNF MotoGP Team,13.0,17.0,0.0,Finished,40,
2022,MotoGP,FRA,Race,FRA,M. Oliveira,Red Bull KTM Factory Racing,7.0,,0.0,DNF,88,
2022,MotoGP,FRA,Race,FRA,F. Bagnaia,Ducati Lenovo Team,1.0,,0.0,DNF,63,
2022,MotoGP,FRA,Race,FRA,J. Martin,Prima Pramac Racing,1.0,,0.0,DNF,89,
2022,MotoGP,FRA,Race,FRA,J. Mir,Team SUZUKI ECSTAR,2.0,,0.0,DNF,36,
2022,MotoGP,FRA,Race,FRA,R. Fernandez,Tech3 KTM Factory Racing,14.0,,0.0,DNF,25,
2022,MotoGP,FRA,Race,FRA,A. Rins,Team SUZUKI ECSTAR,8.0,,0.0,DNF,42,
2022,MotoGP,FRA,Race,FRA,R. Gardner,Tech3 KTM Factory Racing,12.0,,0.0,DNF,87,
2022,MotoGP,ITA,Race,ITA,F. Bagnaia,Ducati Lenovo Team,5.0,1.0,25.0,Finished,63,
2022,MotoGP,ITA,Race,ITA,F. Quartararo,Monster Energy Yamaha MotoGP,6.0,2.0,20.0,Finished,20,
2022,MotoGP,ITA,Race,ITA,A. Espargaro,Aprilia Racing,7.0,3.0,16.0,Finished,41,
2022,MotoGP,ITA,Race,ITA,J. Zarco,Prima Pramac Racing,4.0,4.0,13.0,Finished,5,
2022,MotoGP,ITA,Race,ITA,M. Bezzecchi,Mooney VR46 Racing Team,2.0,5.0,11.0,Finished,72,
2022,MotoGP,ITA,Race,ITA,L. Marini,Mooney VR46 Racing Team,3.0,6.0,10.0,Finished,10,
2022,MotoGP,ITA,Race,ITA,B. Binder,Red Bull KTM Factory Racing,6.0,7.0,9.0,Finished,33,
2022,MotoGP,ITA,Race,ITA,T. Nakagami,LCR Honda IDEMITSU,8.0,8.0,8.0,Finished,30,
2022,MotoGP,ITA,Race,ITA,M. Oliveira,Red Bull KTM Factory Racing,5.0,9.0,7.0,Finished,88,
2022,MotoGP,ITA,Race,ITA,M. Marquez,Repsol Honda Team,2.0,10.0,6.0,Finished,93,
2022,MotoGP,ITA,Race,ITA,F. Di Giannantonio,Gresini Racing MotoGP,1.0,11.0,5.0,Finished,49,
2022,MotoGP,ITA,Race,ITA,M. Viñales,Aprilia Racing,14.0,12.0,4.0,Finished,12,
2022,MotoGP,ITA,Race,ITA,J. Martin,Prima Pramac Racing,11.0,13.0,3.0,Finished,89,
2022,MotoGP,ITA,Race,ITA,A. Marquez,LCR Honda CASTROL,8.0,14.0,2.0,Finished,73,
2022,MotoGP,ITA,Race,ITA,J. Miller,Ducati Lenovo Team,3.0,15.0,1.0,Finished,43,
2022,MotoGP,ITA,Race,ITA,D. Binder,WithU Yamaha RNF MotoGP Team,10.0,16.0,0.0,Finished,40,
2022,MotoGP,ITA,Race,ITA,F. Morbidelli,Monster Energy Yamaha MotoGP,13.0,17.0,0.0,Finished,21,
2022,MotoGP,ITA,Race,ITA,M. Pirro,Aruba.it Racing,4.0,18.0,0.0,Finished,51,
2022,MotoGP,ITA,Race,ITA,R. Gardner,Tech3 KTM Factory Racing,9.0,19.0,0.0,Finished,87,
2022,MotoGP,ITA,Race,ITA,A. Dovizioso,WithU Yamaha RNF MotoGP Team,16.0,20.0,0.0,Finished,4,
2022,MotoGP,ITA,Race,ITA,R. Fernandez,Tech3 KTM Factory Racing,15.0,21.0,0.0,Finished,25,
2022,MotoGP,ITA,Race,ITA,L. Savadori,Aprilia Racing,12.0,22.0,0.0,Finished,32,
2022,MotoGP,ITA,Race,ITA,E. Bastianini,Gresini Racing MotoGP,10.0,,0.0,DNF,23,
2022,MotoGP,ITA,Race,ITA,J. Mir,Team SUZUKI ECSTAR,7.0,,0.0,DNF,36,
2022,MotoGP,ITA,Race,ITA,A. Rins,Team SUZUKI ECSTAR,11.0,,0.0,DNF,42,
2022,MotoGP,ITA,Race,ITA,P. Espargaro,Repsol Honda Team,9.0,,0.0,DNF,44,
2022,MotoGP,CAT,Race,CAT,F. Quartararo,Monster Energy Yamaha MotoGP,3.0,1.0,25.0,Finished,20,
2022,MotoGP,CAT,Race,CAT,J. Martin,Prima Pramac Racing,6.0,2.0,20.0,Finished,89,
2022,MotoGP,CAT,Race,CAT,J. Zarco,Prima Pramac Racing,4.0,3.0,16.0,Finished,5,
2022,MotoGP,CAT,Race,CAT,J. Mir,Team SUZUKI ECSTAR,7.0,4.0,13.0,Finished,36,
2022,MotoGP,CAT,Race,CAT,A. Espargaro,Aprilia Racing,1.0,5.0,11.0,Finished,41,
2022,MotoGP,CAT,Race,CAT,L. Marini,Mooney VR46 Racing Team,9.0,6.0,10.0,Finished,10,
2022,MotoGP,CAT,Race,CAT,M. Viñales,Aprilia Racing,1.0,7.0,9.0,Finished,12,
2022,MotoGP,CAT,Race,CAT,B. Binder,Red Bull KTM Factory Racing,5.0,8.0,8.0,Finished,33,
2022,MotoGP,CAT,Race,CAT,M. Oliveira,Red Bull KTM Factory Racing,6.0,9.0,7.0,Finished,88,
2022,MotoGP,CAT,Race,CAT,A. Marquez,LCR Honda CASTROL,15.0,10.0,6.0,Finished,73,
2022,MotoGP,CAT,Race,CAT,R. Gardner,Tech3 KTM Factory Racing,10.0,11.0,5.0,Finished,87,
2022,MotoGP,CAT,Race,CAT,D. Binder,WithU Yamaha RNF MotoGP Team,13.0,12.0,4.0,Finished,40,
2022,MotoGP,CAT,Race,CAT,F. Morbidelli,Monster Energy Yamaha MotoGP,8.0,13.0,3.0,Finished,21,
2022,MotoGP,CAT,Race,CAT,J. Miller,Ducati Lenovo Team,11.0,14.0,2.0,Finished,43,
2022,MotoGP,CAT,Race,CAT,R. Fernandez,Tech3 KTM Factory Racing,14.0,15.0,1.0,Finished,25,
2022,MotoGP,CAT,Race,CAT,M. Pirro,Aruba.it Racing,12.0,16.0,0.0,Finished,51,
2022,MotoGP,CAT,Race,CAT,P. Espargaro,Repsol Honda Team,10.0,17.0,0.0,Finished,44,
2022,MotoGP,CAT,Race,CAT,A. Dovizioso,WithU Yamaha RNF MotoGP Team,9.0,,0.0,DNF,4,
2022,MotoGP,CAT,Race,CAT,F. Di Giannantonio,Gresini Racing MotoGP,5.0,,0.0,DNF,49,
2022,MotoGP,CAT,Race,CAT,E. Bastianini,Gresini Racing MotoGP,4.0,,0.0,DNF,23,
2022,MotoGP,CAT,Race,CAT,M. Bezzecchi,Mooney VR46 Racing Team,3.0,,0.0,DNF,72,
2022,MotoGP,CAT,Race,CAT,F. Bagnaia,Ducati Lenovo Team,2.0,,0.0,DNF,63,
2022,MotoGP,CAT,Race,CAT,T. Nakagami,LCR Honda IDEMITSU,2.0,,0.0,DNF,30,
2022,MotoGP,CAT,Race,CAT,S. Bradl,Repsol Honda Team,11.0,,0.0,DNF,6,
2022,MotoGP,CAT,Race,CAT,A. Rins,Team SUZUKI ECSTAR,7.0,,0.0,DNF,42,
2022,MotoGP,GER,Race,GER,F. Quartararo,Monster Energy Yamaha MotoGP,2.0,1.0,25.0,Finished,20,
2022,MotoGP,GER,Race,GER,J. Zarco,Prima Pramac Racing,3.0,2.0,20.0,Finished,5,
2022,MotoGP,GER,Race,GER,J. Miller,Ducati Lenovo Team,6.0,3.0,16.0,Finished,43,
2022,MotoGP,GER,Race,GER,A. Espargaro,Aprilia Racing,4.0,4.0,13.0,Finished,41,
2022,MotoGP,GER,Race,GER,L. Marini,Mooney VR46 Racing Team,7.0,5.0,11.0,Finished,10,
2022,MotoGP,GER,Race,GER,J. Martin,Prima Pramac Racing,8.0,6.0,10.0,Finished,89,
2022,MotoGP,GER,Race,GER,B. Binder,Red Bull KTM Factory Racing,5.0,7.0,9.0,Finished,33,
2022,MotoGP,GER,Race,GER,F. Di Giannantonio,Gresini Racing MotoGP,1.0,8.0,8.0,Finished,49,
2022,MotoGP,GER,Race,GER,M. Oliveira,Red Bull KTM Factory Racing,4.0,9.0,7.0,Finished,88,
2022,MotoGP,GER,Race,GER,E. Bastianini,Gresini Racing MotoGP,7.0,10.0,6.0,Finished,23,
2022,MotoGP,GER,Race,GER,M. Bezzecchi,Mooney VR46 Racing Team,2.0,11.0,5.0,Finished,72,
2022,MotoGP,GER,Race,GER,R. Fernandez,Tech3 KTM Factory Racing,12.0,12.0,4.0,Finished,25,
2022,MotoGP,GER,Race,GER,F. Morbidelli,Monster Energy Yamaha MotoGP,10.0,13.0,3.0,Finished,21,
2022,MotoGP,GER,Race,GER,A. Dovizioso,WithU Yamaha RNF MotoGP Team,9.0,14.0,2.0,Finished,4,
2022,MotoGP,GER,Race,GER,R. Gardner,Tech3 KTM Factory Racing,11.0,15.0,1.0,Finished,87,
2022,MotoGP,GER,Race,GER,S. Bradl,Repsol Honda Team,8.0,16.0,0.0,Finished,6,
2022,MotoGP,GER,Race,GER,P. Espargaro,Repsol Honda Team,3.0,,0.0,DNF,44,
2022,MotoGP,GER,Race,GER,M. Viñales,Aprilia Racing,9.0,,0.0,DNF,12,
2022,MotoGP,GER,Race,GER,A. Marquez,LCR Honda CASTROL,6.0,,0.0,DNF,73,
